prod_id|pack_id|price
20415|1|19.2900
20431|1|17.7800
20432|1|20.0100
20439|1|8.4500
20470|1|19.6600
20476|1|0.6200
20655|1|18.8500
20701|1|28.6400
20762|1|13.3600
20795|1|19.7300
20819|1|2.3300
20848|1|25.3700
20918|1|0.6700
20924|1|76.7778
20941|1|76.7800
20950|1|10.5300
20977|1|68.0100
21035|1|68.0100
21050|1|68.0100
2130|1|101.0000
21349|1|53.2600
21351|1|53.2600
21352|1|53.2600
21353|1|53.2600
21354|1|53.2600
21355|1|53.2600
21356|1|53.2600
21358|1|53.2600
21359|1|53.2600
21360|1|53.2600
21361|1|53.2600
21363|1|53.2600
21500|1|53.2600
21824|1|93.7195
21833|2|66693.7195
21901|1|7.1590
21902|1|7.2692
22077|1|2.1800
22115|1|23.4052
22126|1|5.6694
22262|1|5.7500
22331|1|16.7580
22361|1|12.7700
22607|1|68.0100
22615|1|1.1400
22667|1|2.5200
22685|1|68.4596
22686|1|4.2600
22687|1|3.4300
22725|1|190.6223
22768|1|1.9100
22773|1|2.5200
22814|1|8.4355
23286|1|4.3200
23311|1|10.9445
23337|1|3.6400
23426|1|3.5700
23473|1|9.5600
23486|1|14.0900
23789|1|0.0374
23984|1|9.8656
23985|1|9.8700
24094|1|2.6025
24129|1|3.2829
24172|1|7.6715
24201|1|6.9200
24204|1|6.5324
24208|1|6.5324
24238|1|85.4015
24263|1|5.8100
24264|1|7.1600
24403|1|16.5941
24465|1|33.8625
24519|1|2.8400
24713|1|9.8656
24741|1|3030.0000
24790|1|16.1300
24821|1|70.5000
24830|1|64.1400
24831|1|44.5000
24832|1|34.5500
24926|1|6.5300
24952|1|19.0700
25121|1|0.6568
25122|1|0.7300
25126|1|28.3500
25129|1|1.0800
25300|1|23.3560
25371|1|35.3400
25409|1|54.7300
25412|1|135.5094
25414|1|23.9300
25415|1|27.7100
25420|1|35.7080
25734|1|3.2700
25772|1|20.9800
25827|1|6.0375
25834|1|6.0375
25938|1|3.3100
26083|1|3.5910
26145|1|2.5300
26212|1|5.6300
26238|1|33.8625
26257|1|18.6100
26313|1|35.3400
26348|1|44.7100
26354|1|48.3000
26379|1|11.1855
26389|1|11.9000
26413|1|10.0300
26465|1|3.9100
26587|1|9.9600
26588|1|9.9600
26589|1|7.9301
26599|1|76.7800
26603|1|5.0100
26611|1|4.0300
26616|1|12.1800
26617|1|12.1800
26656|1|9.9600
26789|1|3.8600
26818|1|12.1800
26900|1|11.0100
26902|1|61.1700
26912|1|14.0300
26913|1|14.0300
26977|1|115.8500
27079|1|7.5100
27171|1|9.7700
27240|1|6.5324
27254|1|12.4700
27274|1|4.0300
27281|1|23.2900
27310|1|6.5324
27328|1|6.5666
27337|1|14.0300
27370|1|34.1400
27398|1|57.7000
27399|1|85.9900
27400|1|85.9900
27403|1|85.9900
27502|1|16.5700
27505|1|16.5700
27508|1|16.5700
27509|1|16.5700
27510|1|16.5700
27624|1|115.8500
27653|1|9.2700
27666|1|34.1400
27816|1|298.2140
27833|1|5.8876
27889|1|14.8200
27901|1|8.6458
27911|1|33.7517
27924|1|17.4300
27934|1|15.7500
27972|1|25.7400
27983|1|11.9000
28033|1|8.9400
28063|1|6.5016
28119|1|11.0100
28122|1|44.6900
28123|1|20.5200
28137|1|13.1300
28140|1|13.1300
28141|1|13.1300
28142|1|13.1300
28164|1|12.4706
28174|1|11.2400
28199|1|44.0311
28243|1|57.7000
28245|1|35.2000
28247|1|9.1173
28281|1|48.6700
28282|1|30.0800
28283|1|19.0200
28284|1|65.9300
28288|1|63.2700
28289|1|63.2700
28290|1|63.2700
28294|1|90.2400
28295|1|118.1300
28296|1|130.9600
28297|1|31.4300
28300|1|114.0500
28301|1|114.0500
28302|1|126.1000
28304|1|142.9000
28305|1|193.2100
28306|1|205.8700
28307|1|33.6300
28308|1|33.6300
28310|1|53.0900
28311|1|5.4432
28317|1|56.2100
28318|1|50.5800
28321|1|44.6800
28322|1|63.2700
28323|1|63.2700
28325|1|63.2700
28326|1|63.2700
28327|1|63.2700
28329|1|90.2400
28335|1|70.1900
28356|1|16.6320
28448|1|19.4700
28450|1|63.2700
28451|1|100.2700
28474|1|103.6700
28478|1|103.6700
28479|1|12.2800
28480|1|12.2800
28481|1|12.2800
28482|1|12.2800
28483|1|10.3657
28511|1|118.1300
28512|1|205.8700
28514|1|57.9500
28526|1|28.8500
28529|1|28.8500
28530|1|28.8500
28592|1|44.7100
28593|1|0.7200
28608|1|7.2152
28610|1|7.2152
28611|1|7.6947
28619|1|16.1300
28659|1|12.2800
28671|1|80.0800
28672|1|63.2700
28789|1|21.6301
28790|1|7.3605
28928|1|0.4200
28949|1|58.5000
28963|1|12.2800
28971|1|18.6100
28979|1|48.3000
28983|1|25.2000
28985|1|9.4900
29008|1|1.2700
29042|1|10.9600
29044|1|68.0100
29051|1|90.2400
29052|1|52.1500
29151|1|31.4300
29169|1|10.3900
29188|1|53.2600
29205|1|12.4700
29280|1|12.2800
29286|1|13.4800
29315|1|1.4400
29326|1|115.8500
29327|1|115.8500
29344|1|55.1444
29416|1|16.5700
29445|1|7.2800
29446|1|7.2800
29447|1|7.2800
29448|1|6.8200
29453|1|7.3100
29454|1|5.2200
29455|1|4.1700
29458|1|6.5900
29459|1|4.7200
29460|1|3.7700
29463|1|10.5000
29464|1|3.2900
29512|1|56.8726
29533|1|20.0025
29543|1|2.6110
29545|1|14.0500
29557|1|11.2700
29564|1|0.5400
29573|1|16.5700
29665|1|63.2700
29669|1|4.0300
29750|1|96.6570
29759|1|10.8675
29768|1|54.7300
29771|1|11.0100
29790|1|31.7049
29791|1|7.2305
29822|1|10.7969
29860|1|33.0800
29861|1|17.9963
29881|1|9.6170
29883|1|20.5162
29888|1|10.0089
29892|1|19.2800
29902|1|21.2318
29942|1|17.1100
30116|1|6.8775
30169|1|68.0100
30175|1|8.6500
30187|1|15.5200
30213|1|23.3560
30266|1|6.2100
30295|1|57.4000
30297|1|57.4000
30331|1|31.4300
30383|1|77.3000
30384|1|77.3000
30385|1|77.3000
30387|1|77.3000
30414|1|14.6512
30455|1|195.1160
30495|1|15.7500
30503|1|6.2100
30504|1|6.2100
30536|1|5.8876
30537|1|6.5324
30565|1|53.0900
30670|1|12.1275
30732|1|10.7100
30758|1|16.6400
30760|1|14.6600
30762|1|14.6578
30763|1|14.6600
30765|1|10.7103
30766|1|10.7103
30767|1|9.6531
30768|1|10.7103
30769|1|9.6531
30770|1|9.6531
30771|1|9.6531
30783|1|53.2600
30823|1|11.6590
30828|1|61.3600
30849|1|10.7400
30913|1|9.6242
30965|1|84.5400
30966|1|74.7800
31001|1|13.6395
31003|1|13.3463
31046|1|8.2060
31056|1|28.8500
31092|1|57.7100
31094|1|84.5400
31131|1|12.2800
31217|1|14.6578
31299|1|34.1400
31325|1|258.5683
31331|1|2.5300
31340|1|5.7500
31371|1|76.7800
31435|1|1.0207
31447|1|34.1400
31628|1|3.0300
31629|1|2.3500
31735|1|93.7195
31743|1|76.7800
31773|1|23.3560
31779|1|100.2700
31819|1|7.2800
31821|1|14.9600
31823|1|13.2200
31840|1|27.1425
31848|1|3.7400
31854|1|68.0100
31878|1|125.3300
31879|1|33.8002
31881|1|63.2700
31883|1|50.5800
31981|1|164.0199
32001|1|31.8500
32007|1|126.5300
32011|1|35.3400
32030|1|12.3800
32041|1|0.5700
32045|1|3.8800
32046|1|7.4000
32055|1|5.3700
32063|1|40.6100
32080|1|0.5100
32093|1|4.0932
32135|1|1.0700
32169|1|21.6301
32247|1|14.6578
32250|1|23.3560
32252|1|17.3102
32253|1|17.4377
32272|1|28.8500
32273|1|28.8500
32274|1|28.8500
32307|1|53.2600
32308|1|35.2000
32313|1|35.7080
32352|1|12.3000
32353|1|12.3000
32382|1|33.0800
32408|1|5.2500
32471|1|14.6400
32478|1|1.3300
32539|1|53.2600
32559|1|74.7495
32564|1|147.8938
32565|1|223.0940
32572|1|63.2700
32583|1|4.2100
32597|1|53.2600
32639|1|54.7300
32644|1|34.1400
32646|1|52.0853
32703|1|1.4700
32704|1|0.5100
32723|1|5.6496
32730|1|237.1160
32754|1|12.6100
32778|1|34.1400
32780|1|34.1400
32817|1|31.7796
32833|1|3.5700
32961|1|0.6700
32973|1|55.3000
32991|1|19.6700
32992|1|16.6700
32993|1|16.6700
32994|1|19.6700
33062|1|11.3736
33126|1|18.7000
33127|1|4.7076
33155|1|101.0000
33187|1|153.9100
33208|1|75.1800
33209|1|75.1800
33210|1|75.1800
33211|1|75.1800
33212|1|75.1800
33221|1|0.6200
33229|1|64.3825
33270|1|11.8125
33271|1|11.8125
33273|1|11.8125
33274|1|7.8800
33277|1|7.8800
33366|1|10.4700
33377|1|83.9100
33378|1|75.1800
33379|1|83.9100
33389|1|120.2500
33398|1|10.6400
33438|1|28.9077
33440|1|30.7100
33456|1|4.9500
33476|1|63.2700
33482|1|22.1200
33698|1|75.1800
33705|1|3.7700
33772|1|1.6900
33844|1|5.7500
33900|1|212.0000
33928|1|17.3600
33952|1|271.2300
33959|1|68.0100
33987|1|0.9163
33992|1|38.2935
34023|1|26.4200
34040|1|2.5175
34048|1|27.4050
34109|1|31.3900
34130|1|338.6100
34131|1|338.6100
34163|1|33.6800
34165|1|61.3600
34261|1|0.6200
34278|1|26.4600
34293|1|6.6150
34300|1|14.4400
34301|1|14.4400
34302|1|13.6100
34344|1|259.8100
34356|1|14.4400
34372|1|36.2800
34380|1|4.8700
34381|1|4.8700
34401|1|25.2800
34407|1|25.8100
34408|1|28.3100
34413|1|25.8900
34416|1|4.7800
34417|1|4.7800
34446|1|4.7800
34454|1|33.6800
34474|1|2.1600
34475|1|76.7800
34479|1|68.0100
34490|1|76.7800
34491|1|76.7800
34496|1|1.6400
34499|1|4.7800
34502|1|53.2600
34622|1|20.0025
34634|1|16.4200
34664|1|43.2300
34671|1|38.2935
34720|1|25.7200
34721|1|25.7200
34722|1|25.7200
34723|1|25.7200
34724|1|26.4600
34730|1|1.0543
34739|1|18.6800
34740|1|21.3200
34742|1|21.3200
34743|1|21.3200
34746|1|21.3200
34749|1|18.6800
34750|1|18.6800
34751|1|18.6800
34754|1|14.7700
34755|1|14.7700
34756|1|14.7700
34757|1|14.7700
34759|1|34.4300
34760|1|34.4300
34761|1|34.4300
34801|1|17.7700
34875|1|53.2600
34891|1|18.8600
34908|1|23.5100
34909|1|23.5100
34912|1|64.1400
35047|1|14.6700
35054|1|48.3000
35055|1|48.3000
35056|1|12.3000
35057|1|48.3000
35061|1|12.3000
35062|1|48.3000
35083|1|44.6900
35136|1|118.5900
35138|1|31.4300
35169|1|6.7100
35208|1|44.6865
35209|1|12.4700
35258|1|18.2600
35273|1|22.7400
35274|1|22.7400
35275|1|22.7400
35288|1|135.3604
35290|1|108.1673
35297|1|109.3395
35316|1|29.2600
35322|1|12.4700
35331|1|93.7195
35343|1|9.0748
35379|1|365.6724
35384|1|365.6724
35393|1|39.2222
35398|1|22.4776
35429|1|24.6300
35435|1|37.5200
35436|1|37.5200
35438|1|37.5200
35439|1|37.5200
35440|1|37.5200
35441|1|84.2400
35443|1|84.2400
35447|1|0.3200
35492|1|6.7127
35497|1|75.1800
35499|1|75.1800
35556|1|76.7800
35559|1|63.2700
35560|1|0.5900
35570|1|10.4290
35614|1|8.0659
35618|1|18.3100
35620|1|18.3100
35661|1|16.8840
35670|1|63.2700
35671|1|18.6600
35672|1|18.6600
35673|1|18.6600
35674|1|18.6600
35675|1|18.6600
35676|1|18.6600
35684|1|63.2700
35685|1|52.1500
35726|1|48.8730
35728|1|42.9932
35730|1|169.3025
35736|1|168.9700
35738|1|168.9700
35750|1|123.7300
35751|1|123.7300
35754|1|150.3570
35757|1|168.9700
35779|1|147.8938
35780|1|160.4271
35781|1|185.4939
35782|1|198.0272
35783|1|223.0940
35784|1|160.4271
35785|1|147.8938
35786|1|135.3604
35787|1|210.5606
35831|1|32.4500
35905|1|55.8200
35906|1|55.8200
35944|1|53.2600
35945|1|53.2600
35946|1|53.2600
35976|1|100.2700
35983|1|0.4900
35990|1|125.3300
35991|1|0.5065
36007|1|6.7000
36033|1|9.4900
36034|1|9.4900
36035|1|88.0500
36036|1|70.9900
36096|1|55.3000
36097|1|46.3561
36098|1|12.6000
36099|1|46.2000
36125|1|0.7955
36133|1|57.7000
36134|1|57.7000
36152|1|36.2141
36161|1|64.1400
36166|1|2.0800
36169|1|21.9151
36170|1|30.5252
36173|1|95.9700
36174|1|95.9700
36215|1|77.3000
36216|1|123.7300
36219|1|3.3255
36346|1|42.4800
36374|1|15.7800
36375|1|29.2600
36421|1|651.9600
36440|1|115.4700
36447|1|3.7500
36466|1|32.0100
36489|1|11.0345
36490|1|11.0345
36491|1|11.8650
36492|1|11.0345
36493|1|11.8650
36502|1|18.0576
36586|1|6.5324
36600|1|31.7800
36613|1|76.7800
36626|1|60.8092
36629|1|84.4500
36630|1|53.2600
36651|1|27.2020
36658|1|17.3195
36660|1|17.3195
36663|1|12.3169
36668|1|20.6516
36670|1|23.4052
36671|1|20.6516
36682|1|31.6792
36686|1|88.0500
36687|1|31.6792
36690|1|41.6012
36692|1|21.9212
36695|1|129.9800
36696|1|20.1369
36697|1|123.7300
36752|1|155.8830
36758|1|20.5200
36783|1|30.3300
36952|1|0.6700
36953|1|0.6700
36971|1|120.2500
36973|1|120.2500
36975|1|80.1400
36995|1|123.7300
37007|1|20.8500
37012|1|41.2100
37048|1|13.7869
37064|1|22.2642
37070|1|18.6600
37071|1|18.6600
37104|1|30.3300
37128|1|30.3300
37155|1|127.5431
37156|1|102.0235
37157|1|133.5300
37173|1|100.1304
37176|1|17.0623
37209|1|209.3300
37225|1|68.0100
37226|1|68.0100
37259|1|31.7800
37260|1|135.5094
37280|1|10.4200
37309|1|30.8400
37315|1|10.7820
37411|1|18.5561
37425|1|34.4300
37426|1|14.7700
37454|1|44.8875
37462|1|76.7800
37478|1|123.7300
37479|1|57.4000
37529|1|26.0900
37605|1|12.6409
37606|1|16.1625
37607|1|17.9214
37612|1|17.7220
37619|1|5.8693
37622|1|76.7800
37646|1|16.1625
37651|1|27.4918
37657|1|56.8255
37661|1|17.7220
37662|1|28.4578
37681|1|0.6012
37682|1|0.6012
37709|1|1.2800
37710|1|1.5900
37760|1|1.2500
37766|1|26.8299
37786|1|40.2400
37794|1|40.2400
37795|1|34.1400
37797|1|40.2400
37902|1|17.9434
37921|1|11.1300
37922|1|12.5200
37927|1|2.0900
37928|1|2.3800
37933|1|2.3200
37989|1|20.1043
37995|1|44.2292
38020|1|44.7100
38028|1|31.0664
38076|1|20.0025
38077|1|30.1266
38296|1|19.4900
38298|1|363.2528
38316|1|14.9600
38317|1|14.9600
38318|1|14.9600
38319|1|14.9600
38320|1|14.9600
38321|1|14.9600
38322|1|14.9600
38323|1|15.5900
38324|1|22.5900
38325|1|22.5900
38326|1|22.5900
38334|1|16.1625
38391|1|299.3100
38431|1|44.7800
38432|1|1.9100
38448|1|2.9871
38449|1|3.2700
38450|1|2.6200
38453|1|2.2762
38552|1|105.0000
38553|1|105.0000
38564|1|1.2187
38584|1|14.7616
38585|1|44.7100
38618|1|95.9700
38677|1|8.8100
38719|1|21.1400
38720|1|37.5200
38749|1|0.8100
38762|1|8.4000
38779|1|4.4700
38788|1|44.7100
38822|1|21.1400
38855|1|175.3901
38868|1|13.1200
38876|1|3.2700
38877|1|3.2700
38882|1|34.1400
38884|1|0.7101
38910|1|0.5334
38937|1|13.1200
38940|1|20.9200
38994|1|46.2000
39003|1|18.6114
39006|1|66.1700
39007|1|44.7100
39011|1|12.0400
39015|1|17.2300
39019|1|232.4700
39022|1|232.4700
39028|1|47.8351
39049|1|28.4578
39051|1|21.2761
39063|1|12.5600
39093|1|11.7705
39100|1|34.1400
39122|1|44.7100
39130|1|2.3700
39131|1|2.3700
39132|1|2.1900
39137|1|19.9972
39230|1|17.6200
39232|1|12.0400
39233|1|12.0400
39276|1|12.3300
39285|1|15.7824
39288|1|100.9549
39307|1|12.0400
39308|1|12.0400
39309|1|12.0400
39332|1|11.7300
39334|1|17.3329
39340|1|29.0217
39344|1|18.7110
39345|1|18.7110
39362|1|17.7345
39366|1|14.7300
39386|1|16.0076
39390|1|143.5700
39394|1|170.8166
39395|1|170.8200
39396|1|170.8200
39460|1|18.3300
39501|1|24.2440
39502|1|77.4300
39518|1|250.2785
39527|1|61.3600
39555|1|0.8100
39567|1|52.0927
39595|1|19.2300
39609|1|1.2964
39611|1|8.6500
39619|1|12.0200
39623|1|30.3300
39637|1|194.9329
39639|1|97.6800
39641|1|39.2541
39642|1|77.9635
39643|1|58.9125
39648|1|81.3616
39654|1|50.2967
39658|1|68.1307
39660|1|180.3885
39663|1|96.0265
39667|1|46.9709
39672|1|34.1400
39680|1|56.3800
39687|1|46.3400
39700|1|27.9620
39701|1|24.9314
39703|1|319.4325
39704|1|71.2856
39705|1|18.2766
39709|1|19.3517
39711|1|642.1384
39713|1|103.7468
39714|1|28.3725
39715|1|30.5650
39717|1|68.4836
39718|1|88.1579
39719|1|89.7705
39720|1|109.6598
39721|1|17.1344
39723|1|106.6966
39724|1|138.3479
39725|1|14.1913
39726|1|59.9904
39727|1|60.1334
39728|1|58.0552
39729|1|18.2014
39730|1|332.5700
39731|1|11.5600
39740|1|9.7962
39747|1|11.9265
39756|1|18.5040
39759|1|1.6522
39767|1|56.2100
39768|1|50.5800
39837|1|79.6500
39838|1|79.6500
39848|1|93.7195
39881|1|43.0038
39883|1|158.0693
39884|1|93.1906
39885|1|24.7743
39886|1|35.2767
39887|1|5.0698
39889|1|29.2856
39890|1|66.0176
39892|1|145.1380
39893|1|2.8508
39894|1|85.4272
39897|1|241.8966
39898|1|114.3038
39899|1|90.9129
39901|1|28.5350
39902|1|24.9422
39904|1|87.6000
39905|1|75.6500
39906|1|147.8938
39920|1|5.5400
39930|1|1.1700
39950|1|20.0025
39970|1|29.4105
39971|1|16.4290
39999|1|3.6400
40012|1|210.5606
40017|1|248.1607
40021|1|93.7195
40026|1|26.4343
40050|1|230.0800
40105|1|23.4262
40117|1|134.8464
40162|1|77.3424
40163|1|56.4829
40169|1|2.1525
40171|1|1.1656
40176|1|88.3506
40178|1|48.3567
40179|1|22.2300
40180|1|22.2300
40181|1|48.9471
40182|1|48.9471
40185|1|69.3237
40186|1|64.3109
40187|1|67.7572
40189|1|83.1209
40191|1|90.0135
40192|1|69.3237
40193|1|69.3237
40199|1|42.0545
40201|1|26.2748
40202|1|9.7385
40203|1|256.4700
40204|1|274.3900
40218|1|186.0761
40219|1|137.0567
40221|1|148.3235
40228|1|13.0800
40235|1|4.7800
40237|1|38.8380
40247|1|44.5000
40265|1|41.0015
40266|1|42.8359
40267|1|61.5828
40275|1|9.6400
40276|1|3.5686
40292|1|85.1694
40294|1|229.4079
40295|1|48.3326
40296|1|58.7317
40298|1|97.0462
40299|1|22.0416
40311|1|42.7173
40319|1|178.4066
40321|1|219.1195
40322|1|210.9747
40324|1|267.9881
40351|1|13.4600
40358|1|25.0800
40372|1|24.1500
40388|1|55.6800
40390|1|55.6800
40402|1|306.5159
40403|1|219.6595
40405|1|182.9672
40417|1|85.3984
40423|1|46.4769
40430|1|39.4337
40432|1|208.1638
40436|1|27.2089
40438|1|86.1575
40450|1|603.0061
40455|1|117.1501
40465|1|12.5700
40466|1|12.5700
40467|1|9.7400
40470|1|18.7975
40472|1|20.7700
40473|1|18.7000
40481|1|76.7800
40482|1|76.7800
40484|1|256.4700
40490|1|24.1500
40500|1|18.8340
40501|1|13.3100
40512|1|26.9681
40520|1|84.2000
40523|1|349.4577
40529|1|12.5700
40555|1|1.0500
40556|1|1.0500
40564|1|20.0200
40565|1|16.3800
40566|1|14.5600
40571|1|47.7500
40572|1|47.7500
40576|1|1571.9441
40578|1|97.3881
40580|1|84.7597
40584|1|1.0500
40586|1|19.8300
40593|1|0.3110
40596|1|0.9589
40599|1|0.2513
40605|1|1.7754
40607|1|5.1700
40612|1|219.1195
40615|1|273.2275
40616|1|207.8625
40655|1|8.3240
40666|1|2.7100
40670|1|1.5800
40673|1|1.5800
40682|1|8.3790
40698|1|21.8206
40699|1|50.4200
40700|1|50.4200
40701|1|50.4200
40708|1|53.2600
40709|1|43.5300
40713|1|88.7200
40714|1|88.7200
40718|1|209.5600
40731|1|5.7400
40732|1|5.7400
40733|1|12.0200
40734|1|9.1000
40747|1|76.5500
40748|1|76.5500
40749|1|53.2600
40767|1|1.5000
40804|1|13.3100
40809|1|45.6300
40811|1|45.6300
40812|1|45.6300
40829|1|27.6200
40834|1|52.1500
40837|1|1.4449
40841|1|9.1000
40842|1|5.7400
40859|1|31.0000
40860|1|31.0000
40864|1|105.8348
40871|1|1.5800
40875|1|39.9300
40880|1|38.8500
40881|1|38.8500
40882|1|6.7300
40884|1|12.3000
40885|1|55.8200
40888|1|57.7000
40905|1|43.5300
40908|1|5.4900
40919|1|46.3700
41006|1|12.1244
41014|1|6.7300
41026|1|7.2800
41035|1|185.7900
41036|1|185.7900
41069|1|6.2800
41072|1|0.4000
41074|1|22.5635
41084|1|162.0500
41086|1|20.6200
41087|1|20.6200
41093|1|34.8331
41094|1|38.7035
41095|1|15.8039
41097|1|63.2700
41105|1|6.7300
41107|1|5.4900
41115|1|112.8851
41118|1|0.4000
41120|1|95.9512
41123|1|7.3182
41128|1|15.0500
41129|1|15.0500
41141|1|24.0607
41142|1|165.2960
41145|1|12.8582
41146|1|13.9200
41149|1|0.4000
41153|1|9.1000
41159|1|165.2960
41160|1|12.0948
41161|1|118.3792
41165|1|11.2700
41170|1|32.7837
41171|1|61.9911
41205|1|84.4500
41210|1|17.6600
41213|1|75.1800
41217|1|130.4400
41222|1|12.2200
41230|1|30.4383
41236|1|14.9600
41237|1|14.9600
41238|1|14.9600
41239|1|14.9600
41240|1|14.9600
41241|1|14.9600
41242|1|15.0500
41243|1|15.0500
41244|1|15.0505
41245|1|15.0500
41246|1|22.5900
41247|1|17.9029
41248|1|20.3700
41249|1|20.0189
41250|1|16.3800
41251|1|16.3800
41252|1|9.4701
41253|1|9.4701
41254|1|9.0626
41260|1|2405.6032
41271|1|35.0836
41281|1|151.5885
41282|1|33.6800
41290|1|11.2700
41295|1|19.7400
41307|1|0.3400
41308|1|11.5500
41310|1|16.9985
41318|1|0.3400
41331|1|98.3280
41338|1|3.3200
41339|1|77.4300
41340|1|52.9485
41343|1|4.2100
41350|1|6.9500
41352|1|6.9300
41353|1|2.4400
41354|1|56.7651
41357|1|40.0100
41358|1|13.6369
41359|1|147.7586
41366|1|21.0000
41368|1|5.7400
41370|1|4.0000
41374|1|48.4800
41375|1|18.8300
41379|1|66.5100
41383|1|56.6100
41384|1|72.7000
41386|1|85.9600
41390|1|46.5518
41393|1|57.4600
41395|1|112.7700
41404|1|39.3200
41405|1|79.1400
41406|1|73.4600
41413|1|5.7400
41417|1|52.0900
41418|1|52.0900
41420|1|68.5500
41421|1|48.4800
41424|1|2.1800
41428|1|5.7400
41429|1|6.9300
41437|1|134.9600
41445|1|11.3800
41446|1|11.3800
41448|1|11.3800
41449|1|25.3700
41450|1|3.6382
41454|1|57.7100
41457|1|27.9888
41468|1|22.0651
41469|1|5.6375
41471|1|5.7400
41472|1|5.7400
41488|1|9.0825
41500|1|195.3425
41510|1|134.0765
41514|1|31.8500
41515|1|31.7796
41517|1|320.3930
41551|1|5.7400
41552|1|5.4900
41554|1|31.3242
41558|1|8.8600
41559|1|146.5800
41560|1|7.9700
41576|1|1.4000
41577|1|1.4000
41579|1|14.7616
41586|1|16.0720
41594|1|5.2500
41609|1|22.5500
41610|1|6.7300
41624|1|8.6687
41632|1|48.5600
41633|1|48.5600
41665|1|22.5500
41699|1|19.4484
41700|1|19.4500
41707|1|165.2960
41714|1|80.5247
41728|1|301.4600
41736|1|165.2960
41743|1|13.2100
41746|1|11.3800
41756|1|13.2100
41757|1|43.9000
41762|1|21.4700
41769|1|54.7500
41771|1|22.9400
41772|1|23.5200
41773|1|49.3600
41785|1|68.0100
41786|1|16.7100
41787|1|68.0100
41788|1|230.0800
41789|1|19.4500
41790|1|19.4484
41794|1|13.2100
41795|1|23.5200
41796|1|14.3100
41797|1|14.3000
41798|1|14.3000
41802|1|60.3000
41819|1|12.5871
41824|1|42.0315
41825|1|28.6448
41831|1|35.0836
41837|1|18.2071
41895|1|146.6979
41906|1|19.7700
41908|1|13.9500
41918|1|35.7484
41923|1|31.3950
41955|1|1.6874
41956|1|22.5900
41957|1|19.4484
41958|1|19.4500
41960|1|19.4484
41962|1|19.4484
41968|1|1.4000
41982|1|2.0800
41988|1|57.5281
42001|1|213.9400
42008|1|98.0800
42010|1|98.0800
42021|1|20.3800
42052|1|48.9300
42053|1|48.9300
42054|1|48.9300
42059|1|98.0800
42067|1|165.2960
42075|1|81.4385
42077|1|8.0954
42082|1|114.4227
42101|1|26.8299
42117|1|28.1138
42125|1|156.3030
42132|1|57.5344
42133|1|17.1900
42148|1|61.3600
42150|1|68.7826
42153|1|5.8311
42167|1|11.7508
42170|1|12.9120
42172|1|0.8000
42175|1|57.0568
42261|1|13.2668
42275|1|5.5979
42289|1|12.2800
42290|1|20.8500
42319|1|5.2500
42335|1|71.2900
42371|1|4.2277
42381|1|276.2130
42388|1|12.6800
42389|1|12.6800
42390|1|12.6800
42391|1|12.6800
42401|1|57.1600
42404|1|3.5900
42405|1|3.4900
42406|1|165.2960
42411|1|11.5000
42412|1|11.5000
42413|1|11.5031
42414|1|11.5000
42416|1|17.6300
42417|1|17.6300
42419|1|16.7620
42432|1|168.9700
42492|1|13.9500
42495|1|125.8300
42497|1|372.0300
42515|1|84.5400
42516|1|84.5400
42517|1|84.5400
42518|1|84.5400
42519|1|84.5400
42520|1|84.5400
42521|1|84.5400
42522|1|84.5400
42523|1|84.5400
42524|1|84.5400
42525|1|84.5400
42526|1|84.5400
42527|1|84.5400
42528|1|84.5400
42529|1|84.5400
42556|1|3.6400
42560|1|1378.5389
42606|1|5.2500
42607|1|215.1200
42630|1|0.5400
42632|1|201.1300
42638|1|70.9900
42639|1|70.9900
42640|1|70.9900
42641|1|70.9900
42642|1|147.4500
42646|1|145.3613
42648|1|16.1700
42649|1|55.8200
